Epoch [1/350], Loss-Train: 1.0800, Accuracy-Train: 0.4577, Loss-Test: 1.0721, Accuracy-Test: 0.4570
Epoch [215/350], Loss-Train: 0.2312, Accuracy-Train: 0.9060, Loss-Test: 0.2677, Accuracy-Test: 0.8872
Epoch [216/350], Loss-Train: 0.2433, Accuracy-Train: 0.9008, Loss-Test: 0.3113, Accuracy-Test: 0.8680
Epoch [217/350], Loss-Train: 0.2503, Accuracy-Train: 0.8982, Loss-Test: 0.2345, Accuracy-Test: 0.8947
Epoch [218/350], Loss-Train: 0.2083, Accuracy-Train: 0.9101, Loss-Test: 0.2507, Accuracy-Test: 0.8813
Epoch [219/350], Loss-Train: 0.2147, Accuracy-Train: 0.9142, Loss-Test: 0.2206, Accuracy-Test: 0.9139
Epoch [220/350], Loss-Train: 0.2108, Accuracy-Train: 0.9190, Loss-Test: 0.2820, Accuracy-Test: 0.8902
Epoch [221/350], Loss-Train: 0.2234, Accuracy-Train: 0.9094, Loss-Test: 0.2247, Accuracy-Test: 0.9199
Epoch [222/350], Loss-Train: 0.2156, Accuracy-Train: 0.9164, Loss-Test: 0.2216, Accuracy-Test: 0.9065
Epoch [223/350], Loss-Train: 0.2037, Accuracy-Train: 0.9157, Loss-Test: 0.2654, Accuracy-Test: 0.8917
Epoch [224/350], Loss-Train: 0.2138, Accuracy-Train: 0.9101, Loss-Test: 0.2312, Accuracy-Test: 0.9110
Epoch [225/350], Loss-Train: 0.2063, Accuracy-Train: 0.9101, Loss-Test: 0.2252, Accuracy-Test: 0.8976
Epoch [226/350], Loss-Train: 0.2098, Accuracy-Train: 0.9101, Loss-Test: 0.2368, Accuracy-Test: 0.8902
Epoch [227/350], Loss-Train: 0.2116, Accuracy-Train: 0.9112, Loss-Test: 0.2545, Accuracy-Test: 0.9154
Epoch [228/350], Loss-Train: 0.2093, Accuracy-Train: 0.9134, Loss-Test: 0.2381, Accuracy-Test: 0.9184
Epoch [229/350], Loss-Train: 0.2143, Accuracy-Train: 0.9090, Loss-Test: 0.2613, Accuracy-Test: 0.8872
Epoch [230/350], Loss-Train: 0.2124, Accuracy-Train: 0.9101, Loss-Test: 0.2250, Accuracy-Test: 0.8932
Epoch [231/350], Loss-Train: 0.2148, Accuracy-Train: 0.9168, Loss-Test: 0.2166, Accuracy-Test: 0.9095
Epoch [232/350], Loss-Train: 0.2121, Accuracy-Train: 0.9101, Loss-Test: 0.2194, Accuracy-Test: 0.9199
Epoch [233/350], Loss-Train: 0.2187, Accuracy-Train: 0.9082, Loss-Test: 0.2311, Accuracy-Test: 0.8932
Epoch [234/350], Loss-Train: 0.2146, Accuracy-Train: 0.9090, Loss-Test: 0.2161, Accuracy-Test: 0.9006
Epoch [235/350], Loss-Train: 0.2049, Accuracy-Train: 0.9172, Loss-Test: 0.2458, Accuracy-Test: 0.9095
Epoch [236/350], Loss-Train: 0.2200, Accuracy-Train: 0.9149, Loss-Test: 0.2871, Accuracy-Test: 0.8843
Epoch [237/350], Loss-Train: 0.2119, Accuracy-Train: 0.9097, Loss-Test: 0.2374, Accuracy-Test: 0.8961
Epoch [238/350], Loss-Train: 0.2265, Accuracy-Train: 0.9105, Loss-Test: 0.2271, Accuracy-Test: 0.8961
Epoch [239/350], Loss-Train: 0.2146, Accuracy-Train: 0.9079, Loss-Test: 0.2174, Accuracy-Test: 0.9006
Epoch [240/350], Loss-Train: 0.2003, Accuracy-Train: 0.9157, Loss-Test: 0.2127, Accuracy-Test: 0.9080
Epoch [241/350], Loss-Train: 0.2093, Accuracy-Train: 0.9186, Loss-Test: 0.2257, Accuracy-Test: 0.8976
Epoch [242/350], Loss-Train: 0.2148, Accuracy-Train: 0.9090, Loss-Test: 0.2243, Accuracy-Test: 0.8947
Epoch [243/350], Loss-Train: 0.2049, Accuracy-Train: 0.9153, Loss-Test: 0.2235, Accuracy-Test: 0.8961
Epoch [244/350], Loss-Train: 0.2076, Accuracy-Train: 0.9116, Loss-Test: 0.2510, Accuracy-Test: 0.9110
Epoch [245/350], Loss-Train: 0.2052, Accuracy-Train: 0.9123, Loss-Test: 0.2313, Accuracy-Test: 0.9095
Epoch [246/350], Loss-Train: 0.2193, Accuracy-Train: 0.9153, Loss-Test: 0.2267, Accuracy-Test: 0.9080
Epoch [247/350], Loss-Train: 0.2044, Accuracy-Train: 0.9175, Loss-Test: 0.2183, Accuracy-Test: 0.9169
Epoch [248/350], Loss-Train: 0.2272, Accuracy-Train: 0.9001, Loss-Test: 0.2208, Accuracy-Test: 0.8961
Epoch [249/350], Loss-Train: 0.2060, Accuracy-Train: 0.9142, Loss-Test: 0.2880, Accuracy-Test: 0.8783
Epoch [250/350], Loss-Train: 0.2109, Accuracy-Train: 0.9105, Loss-Test: 0.2123, Accuracy-Test: 0.9095
Epoch [251/350], Loss-Train: 0.2038, Accuracy-Train: 0.9153, Loss-Test: 0.2243, Accuracy-Test: 0.8976
Epoch [252/350], Loss-Train: 0.2152, Accuracy-Train: 0.9112, Loss-Test: 0.2267, Accuracy-Test: 0.9125
Epoch [253/350], Loss-Train: 0.2027, Accuracy-Train: 0.9127, Loss-Test: 0.2136, Accuracy-Test: 0.9065
Epoch [254/350], Loss-Train: 0.2194, Accuracy-Train: 0.9123, Loss-Test: 0.2165, Accuracy-Test: 0.8991
Epoch [255/350], Loss-Train: 0.2034, Accuracy-Train: 0.9157, Loss-Test: 0.2341, Accuracy-Test: 0.9139
Epoch [256/350], Loss-Train: 0.2253, Accuracy-Train: 0.9030, Loss-Test: 0.2092, Accuracy-Test: 0.9139
Epoch [257/350], Loss-Train: 0.1972, Accuracy-Train: 0.9220, Loss-Test: 0.2363, Accuracy-Test: 0.8887
Epoch [258/350], Loss-Train: 0.2134, Accuracy-Train: 0.9094, Loss-Test: 0.2115, Accuracy-Test: 0.9169
Epoch [259/350], Loss-Train: 0.2014, Accuracy-Train: 0.9157, Loss-Test: 0.2591, Accuracy-Test: 0.8798
Epoch [260/350], Loss-Train: 0.2105, Accuracy-Train: 0.9131, Loss-Test: 0.2281, Accuracy-Test: 0.9169
Epoch [261/350], Loss-Train: 0.2050, Accuracy-Train: 0.9160, Loss-Test: 0.2307, Accuracy-Test: 0.8976
Epoch [262/350], Loss-Train: 0.2055, Accuracy-Train: 0.9179, Loss-Test: 0.2160, Accuracy-Test: 0.9095
Epoch [263/350], Loss-Train: 0.2045, Accuracy-Train: 0.9157, Loss-Test: 0.2239, Accuracy-Test: 0.8976
Epoch [264/350], Loss-Train: 0.2448, Accuracy-Train: 0.8949, Loss-Test: 0.2465, Accuracy-Test: 0.8947
Epoch [265/350], Loss-Train: 0.2276, Accuracy-Train: 0.9053, Loss-Test: 0.3084, Accuracy-Test: 0.8665
Epoch [266/350], Loss-Train: 0.2249, Accuracy-Train: 0.9056, Loss-Test: 0.2153, Accuracy-Test: 0.9199
Epoch [267/350], Loss-Train: 0.2065, Accuracy-Train: 0.9175, Loss-Test: 0.2721, Accuracy-Test: 0.8813
Epoch [268/350], Loss-Train: 0.2121, Accuracy-Train: 0.9157, Loss-Test: 0.2221, Accuracy-Test: 0.8961
Epoch [269/350], Loss-Train: 0.2012, Accuracy-Train: 0.9142, Loss-Test: 0.2199, Accuracy-Test: 0.8976
Epoch [270/350], Loss-Train: 0.2096, Accuracy-Train: 0.9190, Loss-Test: 0.3524, Accuracy-Test: 0.8754
Epoch [271/350], Loss-Train: 0.2146, Accuracy-Train: 0.9075, Loss-Test: 0.2136, Accuracy-Test: 0.9125
Epoch [272/350], Loss-Train: 0.2250, Accuracy-Train: 0.9045, Loss-Test: 0.2198, Accuracy-Test: 0.9050
Epoch [273/350], Loss-Train: 0.2004, Accuracy-Train: 0.9142, Loss-Test: 0.2261, Accuracy-Test: 0.8976
Epoch [274/350], Loss-Train: 0.2071, Accuracy-Train: 0.9138, Loss-Test: 0.2124, Accuracy-Test: 0.9065
Epoch [275/350], Loss-Train: 0.2073, Accuracy-Train: 0.9175, Loss-Test: 0.2129, Accuracy-Test: 0.9050
Epoch [276/350], Loss-Train: 0.2281, Accuracy-Train: 0.9134, Loss-Test: 0.2350, Accuracy-Test: 0.9036
Epoch [277/350], Loss-Train: 0.2428, Accuracy-Train: 0.8945, Loss-Test: 0.2280, Accuracy-Test: 0.8976
Epoch [278/350], Loss-Train: 0.2107, Accuracy-Train: 0.9127, Loss-Test: 0.2236, Accuracy-Test: 0.9154
Epoch [279/350], Loss-Train: 0.2031, Accuracy-Train: 0.9164, Loss-Test: 0.2142, Accuracy-Test: 0.9184
Epoch [280/350], Loss-Train: 0.2004, Accuracy-Train: 0.9164, Loss-Test: 0.2184, Accuracy-Test: 0.9036
Epoch [281/350], Loss-Train: 0.2103, Accuracy-Train: 0.9101, Loss-Test: 0.2246, Accuracy-Test: 0.9199
Epoch [282/350], Loss-Train: 0.2051, Accuracy-Train: 0.9101, Loss-Test: 0.2155, Accuracy-Test: 0.9021
Epoch [283/350], Loss-Train: 0.2012, Accuracy-Train: 0.9149, Loss-Test: 0.2099, Accuracy-Test: 0.9080
Epoch [284/350], Loss-Train: 0.2144, Accuracy-Train: 0.9060, Loss-Test: 0.2112, Accuracy-Test: 0.9095
Epoch [285/350], Loss-Train: 0.2025, Accuracy-Train: 0.9201, Loss-Test: 0.2133, Accuracy-Test: 0.9065
Epoch [286/350], Loss-Train: 0.2173, Accuracy-Train: 0.9153, Loss-Test: 0.2388, Accuracy-Test: 0.9021
Epoch [287/350], Loss-Train: 0.2464, Accuracy-Train: 0.8923, Loss-Test: 0.2150, Accuracy-Test: 0.9125
Epoch [288/350], Loss-Train: 0.2146, Accuracy-Train: 0.9120, Loss-Test: 0.2183, Accuracy-Test: 0.8991
Epoch [289/350], Loss-Train: 0.2107, Accuracy-Train: 0.9105, Loss-Test: 0.2124, Accuracy-Test: 0.9228
Epoch [290/350], Loss-Train: 0.2010, Accuracy-Train: 0.9153, Loss-Test: 0.2778, Accuracy-Test: 0.9036
Epoch [291/350], Loss-Train: 0.2180, Accuracy-Train: 0.9108, Loss-Test: 0.4002, Accuracy-Test: 0.8294
Epoch [292/350], Loss-Train: 0.2251, Accuracy-Train: 0.9101, Loss-Test: 0.2083, Accuracy-Test: 0.9184
Epoch [293/350], Loss-Train: 0.1988, Accuracy-Train: 0.9209, Loss-Test: 0.2320, Accuracy-Test: 0.9050
Epoch [294/350], Loss-Train: 0.2011, Accuracy-Train: 0.9142, Loss-Test: 0.2796, Accuracy-Test: 0.8739
Epoch [295/350], Loss-Train: 0.2047, Accuracy-Train: 0.9112, Loss-Test: 0.2080, Accuracy-Test: 0.9080
Epoch [296/350], Loss-Train: 0.2031, Accuracy-Train: 0.9168, Loss-Test: 0.2195, Accuracy-Test: 0.9006
Epoch [297/350], Loss-Train: 0.2070, Accuracy-Train: 0.9153, Loss-Test: 0.2298, Accuracy-Test: 0.8991
Epoch [298/350], Loss-Train: 0.1985, Accuracy-Train: 0.9172, Loss-Test: 0.2351, Accuracy-Test: 0.9050
Epoch [299/350], Loss-Train: 0.1902, Accuracy-Train: 0.9253, Loss-Test: 0.2258, Accuracy-Test: 0.8961
Epoch [300/350], Loss-Train: 0.2169, Accuracy-Train: 0.9138, Loss-Test: 0.2237, Accuracy-Test: 0.9154
Epoch [301/350], Loss-Train: 0.2614, Accuracy-Train: 0.8856, Loss-Test: 0.2590, Accuracy-Test: 0.9095
Epoch [302/350], Loss-Train: 0.1982, Accuracy-Train: 0.9183, Loss-Test: 0.2478, Accuracy-Test: 0.8828
Epoch [303/350], Loss-Train: 0.2023, Accuracy-Train: 0.9168, Loss-Test: 0.2252, Accuracy-Test: 0.9065
Epoch [304/350], Loss-Train: 0.1929, Accuracy-Train: 0.9220, Loss-Test: 0.2203, Accuracy-Test: 0.9125
Epoch [305/350], Loss-Train: 0.1976, Accuracy-Train: 0.9153, Loss-Test: 0.2319, Accuracy-Test: 0.8961
Epoch [306/350], Loss-Train: 0.1985, Accuracy-Train: 0.9186, Loss-Test: 0.2357, Accuracy-Test: 0.9006
Epoch [307/350], Loss-Train: 0.2094, Accuracy-Train: 0.9153, Loss-Test: 0.2126, Accuracy-Test: 0.9050
Epoch [308/350], Loss-Train: 0.2100, Accuracy-Train: 0.9157, Loss-Test: 0.2212, Accuracy-Test: 0.9006
Epoch [309/350], Loss-Train: 0.2293, Accuracy-Train: 0.9079, Loss-Test: 0.2212, Accuracy-Test: 0.9006
Epoch [310/350], Loss-Train: 0.2010, Accuracy-Train: 0.9164, Loss-Test: 0.2087, Accuracy-Test: 0.9125
Epoch [311/350], Loss-Train: 0.2270, Accuracy-Train: 0.9019, Loss-Test: 0.2545, Accuracy-Test: 0.8858
Epoch [312/350], Loss-Train: 0.2069, Accuracy-Train: 0.9101, Loss-Test: 0.2055, Accuracy-Test: 0.9110
Epoch [313/350], Loss-Train: 0.2089, Accuracy-Train: 0.9146, Loss-Test: 0.2552, Accuracy-Test: 0.8947
Epoch [314/350], Loss-Train: 0.2241, Accuracy-Train: 0.9001, Loss-Test: 0.2213, Accuracy-Test: 0.9139
Epoch [315/350], Loss-Train: 0.2070, Accuracy-Train: 0.9120, Loss-Test: 0.2075, Accuracy-Test: 0.9095
Epoch [316/350], Loss-Train: 0.2256, Accuracy-Train: 0.9120, Loss-Test: 0.2443, Accuracy-Test: 0.9065
Epoch [317/350], Loss-Train: 0.2277, Accuracy-Train: 0.9068, Loss-Test: 0.2592, Accuracy-Test: 0.8858
Epoch [318/350], Loss-Train: 0.1976, Accuracy-Train: 0.9153, Loss-Test: 0.2178, Accuracy-Test: 0.9139
Epoch [319/350], Loss-Train: 0.2136, Accuracy-Train: 0.9146, Loss-Test: 0.2576, Accuracy-Test: 0.9080
Epoch [320/350], Loss-Train: 0.1965, Accuracy-Train: 0.9172, Loss-Test: 0.2042, Accuracy-Test: 0.9110
Epoch [321/350], Loss-Train: 0.1927, Accuracy-Train: 0.9190, Loss-Test: 0.2341, Accuracy-Test: 0.9021
Epoch [322/350], Loss-Train: 0.2054, Accuracy-Train: 0.9164, Loss-Test: 0.2163, Accuracy-Test: 0.9125
Epoch [323/350], Loss-Train: 0.1942, Accuracy-Train: 0.9227, Loss-Test: 0.2092, Accuracy-Test: 0.9139
Epoch [324/350], Loss-Train: 0.2008, Accuracy-Train: 0.9183, Loss-Test: 0.2350, Accuracy-Test: 0.8976
Epoch [325/350], Loss-Train: 0.1967, Accuracy-Train: 0.9153, Loss-Test: 0.2057, Accuracy-Test: 0.9095
Epoch [326/350], Loss-Train: 0.1984, Accuracy-Train: 0.9160, Loss-Test: 0.2054, Accuracy-Test: 0.9139
Epoch [327/350], Loss-Train: 0.1940, Accuracy-Train: 0.9231, Loss-Test: 0.2153, Accuracy-Test: 0.9095
Epoch [328/350], Loss-Train: 0.1911, Accuracy-Train: 0.9194, Loss-Test: 0.2058, Accuracy-Test: 0.9065
Epoch [329/350], Loss-Train: 0.2036, Accuracy-Train: 0.9198, Loss-Test: 0.2390, Accuracy-Test: 0.8947
Epoch [330/350], Loss-Train: 0.2257, Accuracy-Train: 0.9038, Loss-Test: 0.2050, Accuracy-Test: 0.9139
Epoch [331/350], Loss-Train: 0.1930, Accuracy-Train: 0.9190, Loss-Test: 0.2011, Accuracy-Test: 0.9125
Epoch [332/350], Loss-Train: 0.1958, Accuracy-Train: 0.9179, Loss-Test: 0.2843, Accuracy-Test: 0.8991
Epoch [333/350], Loss-Train: 0.1937, Accuracy-Train: 0.9175, Loss-Test: 0.2114, Accuracy-Test: 0.9036
Epoch [334/350], Loss-Train: 0.2106, Accuracy-Train: 0.9160, Loss-Test: 0.2113, Accuracy-Test: 0.9095
Epoch [335/350], Loss-Train: 0.2007, Accuracy-Train: 0.9201, Loss-Test: 0.2062, Accuracy-Test: 0.9139
Epoch [336/350], Loss-Train: 0.2217, Accuracy-Train: 0.9086, Loss-Test: 0.2241, Accuracy-Test: 0.9095
Epoch [337/350], Loss-Train: 0.1969, Accuracy-Train: 0.9190, Loss-Test: 0.2265, Accuracy-Test: 0.8991
Epoch [338/350], Loss-Train: 0.1915, Accuracy-Train: 0.9198, Loss-Test: 0.2323, Accuracy-Test: 0.8961
Epoch [339/350], Loss-Train: 0.1974, Accuracy-Train: 0.9183, Loss-Test: 0.2370, Accuracy-Test: 0.9125
Epoch [340/350], Loss-Train: 0.1903, Accuracy-Train: 0.9190, Loss-Test: 0.2046, Accuracy-Test: 0.9080
Epoch [341/350], Loss-Train: 0.1926, Accuracy-Train: 0.9175, Loss-Test: 0.2207, Accuracy-Test: 0.9139
Epoch [342/350], Loss-Train: 0.1943, Accuracy-Train: 0.9209, Loss-Test: 0.2059, Accuracy-Test: 0.9110
Epoch [343/350], Loss-Train: 0.1968, Accuracy-Train: 0.9216, Loss-Test: 0.2345, Accuracy-Test: 0.9036
Epoch [344/350], Loss-Train: 0.1923, Accuracy-Train: 0.9201, Loss-Test: 0.2248, Accuracy-Test: 0.9006
Epoch [345/350], Loss-Train: 0.2005, Accuracy-Train: 0.9238, Loss-Test: 0.2288, Accuracy-Test: 0.8991
Epoch [346/350], Loss-Train: 0.1887, Accuracy-Train: 0.9190, Loss-Test: 0.2153, Accuracy-Test: 0.9080
Epoch [347/350], Loss-Train: 0.1996, Accuracy-Train: 0.9250, Loss-Test: 0.2176, Accuracy-Test: 0.9110
Epoch [348/350], Loss-Train: 0.1897, Accuracy-Train: 0.9231, Loss-Test: 0.2573, Accuracy-Test: 0.9036
Epoch [349/350], Loss-Train: 0.2231, Accuracy-Train: 0.9142, Loss-Test: 0.2004, Accuracy-Test: 0.9110
Epoch [350/350], Loss-Train: 0.1870, Accuracy-Train: 0.9168, Loss-Test: 0.2087, Accuracy-Test: 0.9154
